DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA EDP,RRAM EDP,DLA area,restraint
67,1024 28,13 36,4,12,83828240063711.98,87513189965392.03,44958600000000.0,pass
68,1024 32,13 32,4,12,83828240063711.98,87653811313424.7,51381200000000.0,pass
69,1024 36,13 28,4,12,83828240063711.98,87834610189466.75,57803700000000.0,pass
70,1024 40,13 24,4,12,83828240063711.98,88075675357522.75,64226300000000.0,pass
71,1024 44,13 20,4,12,83828240063711.98,88413166592801.2,70648900000000.0,pass
72,1024 48,13 16,4,12,83828240063711.98,88919403445718.83,77071500000000.0,pass
73,1024 16,14 48,0,16,0.0,246004231308226.1,25690900000000.0,fail
74,1024 20,14 44,0,16,0.0,246107413483080.9,32113400000000.0,fail
75,1024 24,14 40,0,16,0.0,246231232092906.72,38536000000000.0,fail
76,1024 28,14 36,0,16,0.0,246382565949360.47,44958600000000.0,fail
77,1024 32,14 32,0,16,0.0,246571733269927.62,51381200000000.0,fail
78,1024 36,14 28,0,16,0.0,246814948396371.12,57803700000000.0,fail
79,1024 40,14 24,0,16,0.0,247139235231629.16,64226300000000.0,fail
80,1024 44,14 20,0,16,0.0,247593236800990.34,70648900000000.0,fail
81,1024 48,14 16,0,16,0.0,248274239155032.25,77071500000000.0,fail
82,1024 16,15 48,0,16,0.0,246004231308226.1,25690900000000.0,fail
83,1024 20,15 44,0,16,0.0,246107413483080.9,32113400000000.0,fail
84,1024 24,15 40,0,16,0.0,246231232092906.72,38536000000000.0,fail
85,1024 28,15 36,0,16,0.0,246382565949360.47,44958600000000.0,fail
86,1024 32,15 32,0,16,0.0,246571733269927.62,51381200000000.0,fail
87,1024 36,15 28,0,16,0.0,246814948396371.12,57803700000000.0,fail
88,1024 40,15 24,0,16,0.0,247139235231629.16,64226300000000.0,fail
89,1024 44,15 20,0,16,0.0,247593236800990.34,70648900000000.0,fail
90,1024 48,15 16,0,16,0.0,248274239155032.25,77071500000000.0,fail
91,1024 16,16 48,0,16,0.0,246004231308226.1,25690900000000.0,fail
92,1024 20,16 44,0,16,0.0,246107413483080.9,32113400000000.0,fail
93,1024 24,16 40,0,16,0.0,246231232092906.72,38536000000000.0,fail
94,1024 28,16 36,0,16,0.0,246382565949360.47,44958600000000.0,fail
95,1024 32,16 32,0,16,0.0,246571733269927.62,51381200000000.0,fail
96,1024 36,16 28,0,16,0.0,246814948396371.12,57803700000000.0,fail
97,1024 40,16 24,0,16,0.0,247139235231629.16,64226300000000.0,fail
98,1024 44,16 20,0,16,0.0,247593236800990.34,70648900000000.0,fail
99,1024 48,16 16,0,16,0.0,248274239155032.25,77071500000000.0,fail
100,1024 16,17 48,0,16,0.0,246004231308226.1,25690900000000.0,fail
101,1024 20,17 44,0,16,0.0,246107413483080.9,32113400000000.0,fail
102,1024 24,17 40,0,16,0.0,246231232092906.72,38536000000000.0,fail
103,1024 28,17 36,0,16,0.0,246382565949360.47,44958600000000.0,fail
104,1024 32,17 32,0,16,0.0,246571733269927.62,51381200000000.0,fail
105,1024 36,17 28,0,16,0.0,246814948396371.12,57803700000000.0,fail
106,1024 40,17 24,0,16,0.0,247139235231629.16,64226300000000.0,fail
107,1024 44,17 20,0,16,0.0,247593236800990.34,70648900000000.0,fail
108,1024 48,17 16,0,16,0.0,248274239155032.25,77071500000000.0,fail
109,1024 16,18 48,0,16,0.0,246004231308226.1,25690900000000.0,fail
110,1024 20,18 44,0,16,0.0,246107413483080.9,32113400000000.0,fail
111,1024 24,18 40,0,16,0.0,246231232092906.72,38536000000000.0,fail
112,1024 28,18 36,0,16,0.0,246382565949360.47,44958600000000.0,fail
113,1024 32,18 32,0,16,0.0,246571733269927.62,51381200000000.0,fail
114,1024 36,18 28,0,16,0.0,246814948396371.12,57803700000000.0,fail
115,1024 40,18 24,0,16,0.0,247139235231629.16,64226300000000.0,fail
116,1024 44,18 20,0,16,0.0,247593236800990.34,70648900000000.0,fail
117,1024 48,18 16,0,16,0.0,248274239155032.25,77071500000000.0,fail
118,1024 16,19 48,0,16,0.0,246004231308226.1,25690900000000.0,fail
119,1024 20,19 44,0,16,0.0,246107413483080.9,32113400000000.0,fail
120,1024 24,19 40,0,16,0.0,246231232092906.72,38536000000000.0,fail
121,1024 28,19 36,0,16,0.0,246382565949360.47,44958600000000.0,fail
122,1024 32,19 32,0,16,0.0,246571733269927.62,51381200000000.0,fail
123,1024 36,19 28,0,16,0.0,246814948396371.12,57803700000000.0,fail
124,1024 40,19 24,0,16,0.0,247139235231629.16,64226300000000.0,fail
125,1024 44,19 20,0,16,0.0,247593236800990.34,70648900000000.0,fail
126,1024 48,19 16,0,16,0.0,248274239155032.25,77071500000000.0,fail
127,1024 16,20 48,0,16,0.0,246004231308226.1,25690900000000.0,fail
128,1024 20,20 44,0,16,0.0,246107413483080.9,32113400000000.0,fail
129,1024 24,20 40,0,16,0.0,246231232092906.72,38536000000000.0,fail
130,1024 28,20 36,0,16,0.0,246382565949360.47,44958600000000.0,fail
131,1024 32,20 32,0,16,0.0,246571733269927.62,51381200000000.0,fail
132,1024 36,20 28,0,16,0.0,246814948396371.12,57803700000000.0,fail
133,1024 40,20 24,0,16,0.0,247139235231629.16,64226300000000.0,fail
134,1024 44,20 20,0,16,0.0,247593236800990.34,70648900000000.0,fail
135,1024 48,20 16,0,16,0.0,248274239155032.25,77071500000000.0,fail
136,1024 16,21 48,0,16,0.0,246004231308226.1,25690900000000.0,fail
137,1024 20,21 44,0,16,0.0,246107413483080.9,32113400000000.0,fail
138,1024 24,21 40,0,16,0.0,246231232092906.72,38536000000000.0,fail
139,1024 28,21 36,0,16,0.0,246382565949360.47,44958600000000.0,fail
140,1024 32,21 32,0,16,0.0,246571733269927.62,51381200000000.0,fail
141,1024 36,21 28,0,16,0.0,246814948396371.12,57803700000000.0,fail
142,1024 40,21 24,0,16,0.0,247139235231629.16,64226300000000.0,fail
143,1024 44,21 20,0,16,0.0,247593236800990.34,70648900000000.0,fail
144,1024 48,21 16,0,16,0.0,248274239155032.25,77071500000000.0,fail
145,1024 16,22 48,0,16,0.0,246004231308226.1,25690900000000.0,fail
146,1024 20,22 44,0,16,0.0,246107413483080.9,32113400000000.0,fail
147,1024 24,22 40,0,16,0.0,246231232092906.72,38536000000000.0,fail
148,1024 28,22 36,0,16,0.0,246382565949360.47,44958600000000.0,fail
149,1024 32,22 32,0,16,0.0,246571733269927.62,51381200000000.0,fail
150,1024 36,22 28,0,16,0.0,246814948396371.12,57803700000000.0,fail
151,1024 40,22 24,0,16,0.0,247139235231629.16,64226300000000.0,fail
152,1024 44,22 20,0,16,0.0,247593236800990.34,70648900000000.0,fail
153,1024 48,22 16,0,16,0.0,248274239155032.25,77071500000000.0,fail
154,1024 16,23 48,0,16,0.0,246004231308226.1,25690900000000.0,fail
155,1024 20,23 44,0,16,0.0,246107413483080.9,32113400000000.0,fail
156,1024 24,23 40,0,16,0.0,246231232092906.72,38536000000000.0,fail
157,1024 28,23 36,0,16,0.0,246382565949360.47,44958600000000.0,fail
158,1024 32,23 32,0,16,0.0,246571733269927.62,51381200000000.0,fail
159,1024 36,23 28,0,16,0.0,246814948396371.12,57803700000000.0,fail
160,1024 40,23 24,0,16,0.0,247139235231629.16,64226300000000.0,fail
161,1024 44,23 20,0,16,0.0,247593236800990.34,70648900000000.0,fail
162,1024 48,23 16,0,16,0.0,248274239155032.25,77071500000000.0,fail
163,1024 16,24 48,0,16,0.0,246004231308226.1,25690900000000.0,fail
164,1024 20,24 44,0,16,0.0,246107413483080.9,32113400000000.0,fail
165,1024 24,24 40,0,16,0.0,246231232092906.72,38536000000000.0,fail
166,1024 28,24 36,0,16,0.0,246382565949360.47,44958600000000.0,fail
167,1024 32,24 32,0,16,0.0,246571733269927.62,51381200000000.0,fail
168,1024 36,24 28,0,16,0.0,246814948396371.12,57803700000000.0,fail
169,1024 40,24 24,0,16,0.0,247139235231629.16,64226300000000.0,fail
170,1024 44,24 20,0,16,0.0,247593236800990.34,70648900000000.0,fail
171,1024 48,24 16,0,16,0.0,248274239155032.25,77071500000000.0,fail
172,1024 16,25 48,0,16,0.0,246004231308226.1,25690900000000.0,fail
173,1024 20,25 44,0,16,0.0,246107413483080.9,32113400000000.0,fail
174,1024 24,25 40,0,16,0.0,246231232092906.72,38536000000000.0,fail
175,1024 28,25 36,0,16,0.0,246382565949360.47,44958600000000.0,fail
176,1024 32,25 32,0,16,0.0,246571733269927.62,51381200000000.0,fail
177,1024 36,25 28,0,16,0.0,246814948396371.12,57803700000000.0,fail
178,1024 40,25 24,0,16,0.0,247139235231629.16,64226300000000.0,fail
179,1024 44,25 20,0,16,0.0,247593236800990.34,70648900000000.0,fail
180,1024 48,25 16,0,16,0.0,248274239155032.25,77071500000000.0,fail
181,1024 16,26 48,0,16,0.0,246004231308226.1,25690900000000.0,fail
182,1024 20,26 44,0,16,0.0,246107413483080.9,32113400000000.0,fail
183,1024 24,26 40,0,16,0.0,246231232092906.72,38536000000000.0,fail
184,1024 28,26 36,0,16,0.0,246382565949360.47,44958600000000.0,fail
185,1024 32,26 32,0,16,0.0,246571733269927.62,51381200000000.0,fail
186,1024 36,26 28,0,16,0.0,246814948396371.12,57803700000000.0,fail
187,1024 40,26 24,0,16,0.0,247139235231629.16,64226300000000.0,fail
188,1024 44,26 20,0,16,0.0,247593236800990.34,70648900000000.0,fail
189,1024 48,26 16,0,16,0.0,248274239155032.25,77071500000000.0,fail
190,1024 16,27 48,0,16,0.0,246004231308226.1,25690900000000.0,fail
191,1024 20,27 44,0,16,0.0,246107413483080.9,32113400000000.0,fail
192,1024 24,27 40,0,16,0.0,246231232092906.72,38536000000000.0,fail
193,1024 28,27 36,0,16,0.0,246382565949360.47,44958600000000.0,fail
194,1024 32,27 32,0,16,0.0,246571733269927.62,51381200000000.0,fail
195,1024 36,27 28,0,16,0.0,246814948396371.12,57803700000000.0,fail
196,1024 40,27 24,0,16,0.0,247139235231629.16,64226300000000.0,fail
197,1024 44,27 20,0,16,0.0,247593236800990.34,70648900000000.0,fail
198,1024 48,27 16,0,16,0.0,248274239155032.25,77071500000000.0,fail
199,1024 16,28 48,0,16,0.0,246004231308226.1,25690900000000.0,fail
200,1024 20,28 44,0,16,0.0,246107413483080.9,32113400000000.0,fail
201,1024 24,28 40,0,16,0.0,246231232092906.72,38536000000000.0,fail
202,1024 28,28 36,0,16,0.0,246382565949360.47,44958600000000.0,fail
203,1024 32,28 32,0,16,0.0,246571733269927.62,51381200000000.0,fail
204,1024 36,28 28,0,16,0.0,246814948396371.12,57803700000000.0,fail
205,1024 40,28 24,0,16,0.0,247139235231629.16,64226300000000.0,fail
206,1024 44,28 20,0,16,0.0,247593236800990.34,70648900000000.0,fail
207,1024 48,28 16,0,16,0.0,248274239155032.25,77071500000000.0,fail
208,1024 16,29 48,0,16,0.0,246004231308226.1,25690900000000.0,fail
209,1024 20,29 44,0,16,0.0,246107413483080.9,32113400000000.0,fail
210,1024 24,29 40,0,16,0.0,246231232092906.72,38536000000000.0,fail
211,1024 28,29 36,0,16,0.0,246382565949360.47,44958600000000.0,fail
212,1024 32,29 32,0,16,0.0,246571733269927.62,51381200000000.0,fail
213,1024 36,29 28,0,16,0.0,246814948396371.12,57803700000000.0,fail
214,1024 40,29 24,0,16,0.0,247139235231629.16,64226300000000.0,fail
215,1024 44,29 20,0,16,0.0,247593236800990.34,70648900000000.0,fail
216,1024 48,29 16,0,16,0.0,248274239155032.25,77071500000000.0,fail
217,1024 16,30 48,0,16,0.0,246004231308226.1,25690900000000.0,fail
218,1024 20,30 44,0,16,0.0,246107413483080.9,32113400000000.0,fail
219,1024 24,30 40,0,16,0.0,246231232092906.72,38536000000000.0,fail
220,1024 28,30 36,0,16,0.0,246382565949360.47,44958600000000.0,fail
221,1024 32,30 32,0,16,0.0,246571733269927.62,51381200000000.0,fail
222,1024 36,30 28,0,16,0.0,246814948396371.12,57803700000000.0,fail
223,1024 40,30 24,0,16,0.0,247139235231629.16,64226300000000.0,fail
224,1024 44,30 20,0,16,0.0,247593236800990.34,70648900000000.0,fail
225,1024 48,30 16,0,16,0.0,248274239155032.25,77071500000000.0,fail
226,1024 16,31 48,0,16,0.0,246004231308226.1,25690900000000.0,fail
227,1024 20,31 44,0,16,0.0,246107413483080.9,32113400000000.0,fail
228,1024 24,31 40,0,16,0.0,246231232092906.72,38536000000000.0,fail
229,1024 28,31 36,0,16,0.0,246382565949360.47,44958600000000.0,fail
230,1024 32,31 32,0,16,0.0,246571733269927.62,51381200000000.0,fail
231,1024 36,31 28,0,16,0.0,246814948396371.12,57803700000000.0,fail
232,1024 40,31 24,0,16,0.0,247139235231629.16,64226300000000.0,fail
233,1024 44,31 20,0,16,0.0,247593236800990.34,70648900000000.0,fail
234,1024 48,31 16,0,16,0.0,248274239155032.25,77071500000000.0,fail
235,1024 16,32 48,0,16,0.0,246004231308226.1,25690900000000.0,fail
236,1024 20,32 44,0,16,0.0,246107413483080.9,32113400000000.0,fail
237,1024 24,32 40,0,16,0.0,246231232092906.72,38536000000000.0,fail
238,1024 28,32 36,0,16,0.0,246382565949360.47,44958600000000.0,fail
239,1024 32,32 32,0,16,0.0,246571733269927.62,51381200000000.0,fail
240,1024 36,32 28,0,16,0.0,246814948396371.12,57803700000000.0,fail
241,1024 40,32 24,0,16,0.0,247139235231629.16,64226300000000.0,fail
242,1024 44,32 20,0,16,0.0,247593236800990.34,70648900000000.0,fail
243,1024 48,32 16,0,16,0.0,248274239155032.25,77071500000000.0,fail
244,1024 16,33 48,0,16,0.0,246004231308226.1,25690900000000.0,fail
245,1024 20,33 44,0,16,0.0,246107413483080.9,32113400000000.0,fail
246,1024 24,33 40,0,16,0.0,246231232092906.72,38536000000000.0,fail
247,1024 28,33 36,0,16,0.0,246382565949360.47,44958600000000.0,fail
248,1024 32,33 32,0,16,0.0,246571733269927.62,51381200000000.0,fail
249,1024 36,33 28,0,16,0.0,246814948396371.12,57803700000000.0,fail
250,1024 40,33 24,0,16,0.0,247139235231629.16,64226300000000.0,fail
251,1024 44,33 20,0,16,0.0,247593236800990.34,70648900000000.0,fail
252,1024 48,33 16,0,16,0.0,248274239155032.25,77071500000000.0,fail
253,1024 16,34 48,0,16,0.0,246004231308226.1,25690900000000.0,fail
254,1024 20,34 44,0,16,0.0,246107413483080.9,32113400000000.0,fail
255,1024 24,34 40,0,16,0.0,246231232092906.72,38536000000000.0,fail
256,1024 28,34 36,0,16,0.0,246382565949360.47,44958600000000.0,fail
257,1024 32,34 32,0,16,0.0,246571733269927.62,51381200000000.0,fail
258,1024 36,34 28,0,16,0.0,246814948396371.12,57803700000000.0,fail
259,1024 40,34 24,0,16,0.0,247139235231629.16,64226300000000.0,fail
260,1024 44,34 20,0,16,0.0,247593236800990.34,70648900000000.0,fail
261,1024 48,34 16,0,16,0.0,248274239155032.25,77071500000000.0,fail
262,1024 16,35 48,0,16,0.0,246004231308226.1,25690900000000.0,fail
263,1024 20,35 44,0,16,0.0,246107413483080.9,32113400000000.0,fail
264,1024 24,35 40,0,16,0.0,246231232092906.72,38536000000000.0,fail
265,1024 28,35 36,0,16,0.0,246382565949360.47,44958600000000.0,fail
266,1024 32,35 32,0,16,0.0,246571733269927.62,51381200000000.0,fail
267,1024 36,35 28,0,16,0.0,246814948396371.12,57803700000000.0,fail
268,1024 40,35 24,0,16,0.0,247139235231629.16,64226300000000.0,fail
269,1024 44,35 20,0,16,0.0,247593236800990.34,70648900000000.0,fail
270,1024 48,35 16,0,16,0.0,248274239155032.25,77071500000000.0,fail
271,1024 16,36 48,0,16,0.0,246004231308226.1,25690900000000.0,fail
272,1024 20,36 44,0,16,0.0,246107413483080.9,32113400000000.0,fail
273,1024 24,36 40,0,16,0.0,246231232092906.72,38536000000000.0,fail
274,1024 28,36 36,0,16,0.0,246382565949360.47,44958600000000.0,fail
275,1024 32,36 32,0,16,0.0,246571733269927.62,51381200000000.0,fail
276,1024 36,36 28,0,16,0.0,246814948396371.12,57803700000000.0,fail
277,1024 40,36 24,0,16,0.0,247139235231629.16,64226300000000.0,fail
278,1024 44,36 20,0,16,0.0,247593236800990.34,70648900000000.0,fail
279,1024 48,36 16,0,16,0.0,248274239155032.25,77071500000000.0,fail
280,1024 16,37 48,0,16,0.0,246004231308226.1,25690900000000.0,fail
281,1024 20,37 44,0,16,0.0,246107413483080.9,32113400000000.0,fail
282,1024 24,37 40,0,16,0.0,246231232092906.72,38536000000000.0,fail
283,1024 28,37 36,0,16,0.0,246382565949360.47,44958600000000.0,fail
284,1024 32,37 32,0,16,0.0,246571733269927.62,51381200000000.0,fail
285,1024 36,37 28,0,16,0.0,246814948396371.12,57803700000000.0,fail
286,1024 40,37 24,0,16,0.0,247139235231629.16,64226300000000.0,fail
287,1024 44,37 20,0,16,0.0,247593236800990.34,70648900000000.0,fail
288,1024 48,37 16,0,16,0.0,248274239155032.25,77071500000000.0,fail
289,1024 16,38 48,0,16,0.0,246004231308226.1,25690900000000.0,fail
290,1024 20,38 44,0,16,0.0,246107413483080.9,32113400000000.0,fail
291,1024 24,38 40,0,16,0.0,246231232092906.72,38536000000000.0,fail
292,1024 28,38 36,0,16,0.0,246382565949360.47,44958600000000.0,fail
293,1024 32,38 32,0,16,0.0,246571733269927.62,51381200000000.0,fail
294,1024 36,38 28,0,16,0.0,246814948396371.12,57803700000000.0,fail
295,1024 40,38 24,0,16,0.0,247139235231629.16,64226300000000.0,fail
296,1024 44,38 20,0,16,0.0,247593236800990.34,70648900000000.0,fail
297,1024 48,38 16,0,16,0.0,248274239155032.25,77071500000000.0,fail
298,1024 16,39 48,0,16,0.0,246004231308226.1,25690900000000.0,fail
299,1024 20,39 44,0,16,0.0,246107413483080.9,32113400000000.0,fail
300,1024 24,39 40,0,16,0.0,246231232092906.72,38536000000000.0,fail
301,1024 28,39 36,0,16,0.0,246382565949360.47,44958600000000.0,fail
302,1024 32,39 32,0,16,0.0,246571733269927.62,51381200000000.0,fail
303,1024 36,39 28,0,16,0.0,246814948396371.12,57803700000000.0,fail
304,1024 40,39 24,0,16,0.0,247139235231629.16,64226300000000.0,fail
305,1024 44,39 20,0,16,0.0,247593236800990.34,70648900000000.0,fail
306,1024 48,39 16,0,16,0.0,248274239155032.25,77071500000000.0,fail
307,1024 16,40 48,0,16,0.0,246004231308226.1,25690900000000.0,fail
308,1024 20,40 44,0,16,0.0,246107413483080.9,32113400000000.0,fail
309,1024 24,40 40,0,16,0.0,246231232092906.72,38536000000000.0,fail
310,1024 28,40 36,0,16,0.0,246382565949360.47,44958600000000.0,fail
311,1024 32,40 32,0,16,0.0,246571733269927.62,51381200000000.0,fail
312,1024 36,40 28,0,16,0.0,246814948396371.12,57803700000000.0,fail
313,1024 40,40 24,0,16,0.0,247139235231629.16,64226300000000.0,fail
314,1024 44,40 20,0,16,0.0,247593236800990.34,70648900000000.0,fail
315,1024 48,40 16,0,16,0.0,248274239155032.25,77071500000000.0,fail
316,1024 16,41 48,0,16,0.0,246004231308226.1,25690900000000.0,fail
317,1024 20,41 44,0,16,0.0,246107413483080.9,32113400000000.0,fail
318,1024 24,41 40,0,16,0.0,246231232092906.72,38536000000000.0,fail
319,1024 28,41 36,0,16,0.0,246382565949360.47,44958600000000.0,fail
320,1024 32,41 32,0,16,0.0,246571733269927.62,51381200000000.0,fail
321,1024 36,41 28,0,16,0.0,246814948396371.12,57803700000000.0,fail
322,1024 40,41 24,0,16,0.0,247139235231629.16,64226300000000.0,fail
323,1024 44,41 20,0,16,0.0,247593236800990.34,70648900000000.0,fail
324,1024 48,41 16,0,16,0.0,248274239155032.25,77071500000000.0,fail
325,1024 16,42 48,0,16,0.0,246004231308226.1,25690900000000.0,fail
326,1024 20,42 44,0,16,0.0,246107413483080.9,32113400000000.0,fail
327,1024 24,42 40,0,16,0.0,246231232092906.72,38536000000000.0,fail
328,1024 28,42 36,0,16,0.0,246382565949360.47,44958600000000.0,fail
329,1024 32,42 32,0,16,0.0,246571733269927.62,51381200000000.0,fail
330,1024 36,42 28,0,16,0.0,246814948396371.12,57803700000000.0,fail
331,1024 40,42 24,0,16,0.0,247139235231629.16,64226300000000.0,fail
332,1024 44,42 20,0,16,0.0,247593236800990.34,70648900000000.0,fail
333,1024 48,42 16,0,16,0.0,248274239155032.25,77071500000000.0,fail
334,1024 16,43 48,0,16,0.0,246004231308226.1,25690900000000.0,fail
335,1024 20,43 44,0,16,0.0,246107413483080.9,32113400000000.0,fail
336,1024 24,43 40,0,16,0.0,246231232092906.72,38536000000000.0,fail
337,1024 28,43 36,0,16,0.0,246382565949360.47,44958600000000.0,fail
338,1024 32,43 32,0,16,0.0,246571733269927.62,51381200000000.0,fail
339,1024 36,43 28,0,16,0.0,246814948396371.12,57803700000000.0,fail
340,1024 40,43 24,0,16,0.0,247139235231629.16,64226300000000.0,fail
341,1024 44,43 20,0,16,0.0,247593236800990.34,70648900000000.0,fail
342,1024 48,43 16,0,16,0.0,248274239155032.25,77071500000000.0,fail
343,1024 16,44 48,0,16,0.0,246004231308226.1,25690900000000.0,fail
344,1024 20,44 44,0,16,0.0,246107413483080.9,32113400000000.0,fail
345,1024 24,44 40,0,16,0.0,246231232092906.72,38536000000000.0,fail
346,1024 28,44 36,0,16,0.0,246382565949360.47,44958600000000.0,fail
347,1024 32,44 32,0,16,0.0,246571733269927.62,51381200000000.0,fail
348,1024 36,44 28,0,16,0.0,246814948396371.12,57803700000000.0,fail
349,1024 40,44 24,0,16,0.0,247139235231629.16,64226300000000.0,fail
350,1024 44,44 20,0,16,0.0,247593236800990.34,70648900000000.0,fail
351,1024 48,44 16,0,16,0.0,248274239155032.25,77071500000000.0,fail
352,1024 16,45 48,0,16,0.0,246004231308226.1,25690900000000.0,fail
353,1024 20,45 44,0,16,0.0,246107413483080.9,32113400000000.0,fail
354,1024 24,45 40,0,16,0.0,246231232092906.72,38536000000000.0,fail
355,1024 28,45 36,0,16,0.0,246382565949360.47,44958600000000.0,fail
